evaluation_id,suite_id,dataset_id,sample_count_status,sample_count_value,sample_unit,access,label_artifact,acquisition_scale_status,acquisition_scale_value,stain_status,stain,compute_configuration,hardware_model_status,observed_runtime_status,annotation_hours_status,dollar_cost_status,software_license,dataset_license_status,dataset_license,pre_error_feasibility_tier,pre_error_feasibility_basis,numeric_cost_curve_eligible,task_source_url
pathobench.threads2025.boehmk_.pfs,pathobench,boehmk_,reported,183,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T37
pathobench.threads2025.bracs.slidelevel-coarse,pathobench,bracs,reported,547,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T23
pathobench.threads2025.bracs.slidelevel-fine,pathobench,bracs,reported,547,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T23
pathobench.threads2025.cptac_brca.pik3ca-mutation,pathobench,cptac_brca,reported,103,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T15
pathobench.threads2025.cptac_brca.tp53-mutation,pathobench,cptac_brca,reported,103,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T15
pathobench.threads2025.cptac_ccrcc.bap1-mutation,pathobench,cptac_ccrcc,reported,103,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T16
pathobench.threads2025.cptac_ccrcc.os,pathobench,cptac_ccrcc,reported,94,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T33
pathobench.threads2025.cptac_ccrcc.pbrm1-mutation,pathobench,cptac_ccrcc,reported,103,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T16
pathobench.threads2025.cptac_coad.kras-mutation,pathobench,cptac_coad,reported,94,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T17
pathobench.threads2025.cptac_coad.tp53-mutation,pathobench,cptac_coad,reported,94,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T17
pathobench.threads2025.cptac_gbm.egfr-mutation,pathobench,cptac_gbm,reported,99,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T18
pathobench.threads2025.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,reported,99,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T18
pathobench.threads2025.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,reported,107,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T19
pathobench.threads2025.cptac_hnsc.os,pathobench,cptac_hnsc,reported,102,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T34
pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T20
pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T20
pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,cptac_luad,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T21
pathobench.threads2025.cptac_luad.os,pathobench,cptac_luad,reported,105,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T32
pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,cptac_luad,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T21
pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,cptac_luad,reported,108,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T21
pathobench.threads2025.cptac_pda.os,pathobench,cptac_pda,reported,97,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T31
pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,cptac_pda,reported,105,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T22
pathobench.threads2025.ebrains.diagnosis,pathobench,ebrains,reported,2319,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T24
pathobench.threads2025.ebrains.diagnosis-group,pathobench,ebrains,reported,2319,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T24
pathobench.threads2025.imp.grade,pathobench,imp,reported,5333,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T13
pathobench.threads2025.mbc_.os,pathobench,mbc_,reported,75,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T36
pathobench.threads2025.mbc_.recist,pathobench,mbc_,reported,76,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T30
pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,reported,1291,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T12
pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,reported,1291,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T12
pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,reported,1291,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T12
pathobench.threads2025.nadt.response,pathobench,nadt,reported,36,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T26
pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,natbrca,reported,53,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T28
pathobench.threads2025.ovarian.response,pathobench,ovarian,reported,36,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T25
pathobench.threads2025.panda.isup-grade,pathobench,panda,reported,9555,slide,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T14
pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,sr386_,reported,388,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathobench.threads2025.sr386_.died-within-5-years,pathobench,sr386_,reported,387,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,sr386_,reported,389,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathobench.threads2025.sr386_.os,pathobench,sr386_,reported,144,case,task split/config automatically downloadable; raw images or embeddings external,existing event and time-to-event outcome,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T35
pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,sr386_,reported,389,case,task split/config automatically downloadable; raw images or embeddings external,existing categorical or ordinal target label,not_reported,null,not_reported,,"{""input_requirement"": ""precomputed patch or pooled embeddings"", ""pooling_device"": ""GPU with CPU fallback""}",not_reported,not_reported,not_reported,not_reported,CC-BY-NC-4.0,not_reported,,tier_3_aggregated_or_wsi,slide_or_case aggregation with supplied labels/outcomes,false,https://arxiv.org/html/2501.16652v1#S0.T29
pathorob.camelyon.robustness_index,pathorob,camelyon,reported,"{""evaluated_rows"": 20400, ""excluded_ood_rows"": 2002, ""raw_metadata_rows"": 22402}",patch,official Hugging Face collection download,existing biological-class and acquisition-site metadata,not_reported,null,not_reported,,"{""device"": ""CUDA when available, otherwise CPU"", ""feature_batch_size"": 32, ""workers"": 0}",not_reported,not_reported,not_reported,not_reported,BSD-3-Clause,reported,CC0-1.0,tier_4_specialized_protocol,"segmentation, spatial regression, robustness, or other specialized protocol",false,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md
pathorob.nature2026.camelyon.clustering_score,pathorob,camelyon,reported,"{""evaluated_rows"": 20400, ""excluded_ood_rows"": 2002, ""raw_metadata_rows"": 22402}",patch,official Hugging Face collection download,existing biological-class and acquisition-site metadata,not_reported,null,not_reported,,"{""device"": ""CUDA when available, otherwise CPU"", ""feature_batch_size"": 32, ""workers"": 0}",not_reported,not_reported,not_reported,not_reported,BSD-3-Clause,reported,CC0-1.0,tier_4_specialized_protocol,"segmentation, spatial regression, robustness, or other specialized protocol",false,https://www.nature.com/articles/s41467-026-73923-2
pathorob.nature2026.tcga_4x4.clustering_score,pathorob,tcga_4x4,not_reported,null,patch,official Hugging Face collection download,existing biological-class and acquisition-site metadata,not_reported,null,not_reported,,"{""device"": ""CUDA when available, otherwise CPU"", ""feature_batch_size"": 32, ""workers"": 0}",not_reported,not_reported,not_reported,not_reported,BSD-3-Clause,not_reported,,tier_4_specialized_protocol,"segmentation, spatial regression, robustness, or other specialized protocol",false,https://www.nature.com/articles/s41467-026-73923-2
pathorob.nature2026.tolkach_esca.clustering_score,pathorob,tolkach_esca,reported,"{""evaluated_rows"": 9000, ""excluded_ood_rows"": 0, ""raw_metadata_rows"": 9000}",patch,official Hugging Face collection download,existing biological-class and acquisition-site metadata,not_reported,null,not_reported,,"{""device"": ""CUDA when available, otherwise CPU"", ""feature_batch_size"": 32, ""workers"": 0}",not_reported,not_reported,not_reported,not_reported,BSD-3-Clause,reported,CC-BY-SA-4.0,tier_4_specialized_protocol,"segmentation, spatial regression, robustness, or other specialized protocol",false,https://www.nature.com/articles/s41467-026-73923-2
pathorob.tcga_2x2.robustness_index,pathorob,tcga_2x2,reported,"{""evaluated_rows"": 112800, ""excluded_ood_rows"": 0, ""raw_metadata_rows"": 112800}",patch,official Hugging Face collection download,existing biological-class and acquisition-site metadata,not_reported,null,not_reported,,"{""device"": ""CUDA when available, otherwise CPU"", ""feature_batch_size"": 32, ""workers"": 0}",not_reported,not_reported,not_reported,not_reported,BSD-3-Clause,reported,CC-BY-NC-SA-4.0,tier_4_specialized_protocol,"segmentation, spatial regression, robustness, or other specialized protocol",false,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md
pathorob.tolkach_esca.robustness_index,pathorob,tolkach_esca,reported,"{""evaluated_rows"": 9000, ""excluded_ood_rows"": 0, ""raw_metadata_rows"": 9000}",patch,official Hugging Face collection download,existing biological-class and acquisition-site metadata,not_reported,null,not_reported,,"{""device"": ""CUDA when available, otherwise CPU"", ""feature_batch_size"": 32, ""workers"": 0}",not_reported,not_reported,not_reported,not_reported,BSD-3-Clause,reported,CC-BY-SA-4.0,tier_4_specialized_protocol,"segmentation, spatial regression, robustness, or other specialized protocol",false,https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md
thunder.bach.linear_probing,thunder,bach,reported,"{""test"": 132, ""total"": 400, ""train"": 218, ""validation"": 50}",image,harness download implementation present,existing categorical or ordinal target label,reported,"{""image_dimensions_pixels"": [[2048, 1536]], ""microns_per_pixel"": 0.42}",not_reported,,"{""device_selection"": ""CUDA when available, otherwise CPU"", ""orchestration"": ""SLURM template available""}",not_reported,not_reported,not_reported,not_reported,CC-BY-4.0,not_reported,,tier_1_direct_small_labeled,image_or_patch + classification + directly reported total <= 10000,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bach.yaml
thunder.bracs.linear_probing,thunder,bracs,reported,"{""test"": 570, ""total"": 4539, ""train"": 3657, ""validation"": 312}",image,harness download implementation present,existing categorical or ordinal target label,reported,"{""image_dimensions_pixels"": null, ""microns_per_pixel"": 0.25}",not_reported,,"{""device_selection"": ""CUDA when available, otherwise CPU"", ""orchestration"": ""SLURM template available""}",not_reported,not_reported,not_reported,not_reported,CC-BY-4.0,not_reported,,tier_1_direct_small_labeled,image_or_patch + classification + directly reported total <= 10000,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bracs.yaml
thunder.break_his.linear_probing,thunder,break_his,reported,"{""test"": 339, ""total"": 1471, ""train"": 936, ""validation"": 196}",image,harness download implementation present,existing categorical or ordinal target label,reported,"{""image_dimensions_pixels"": [[700, 460]], ""microns_per_pixel"": 0.25}",not_reported,,"{""device_selection"": ""CUDA when available, otherwise CPU"", ""orchestration"": ""SLURM template available""}",not_reported,not_reported,not_reported,not_reported,CC-BY-4.0,not_reported,,tier_1_direct_small_labeled,image_or_patch + classification + directly reported total <= 10000,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/break_his.yaml
thunder.ccrcc.linear_probing,thunder,ccrcc,reported,"{""test"": 6074, ""total"": 27169, ""train"": 16797, ""validation"": 4298}",image,harness download implementation present,existing categorical or ordinal target label,reported,"{""image_dimensions_pixels"": [[256, 256], [300, 300]], ""microns_per_pixel"": 0.25}",not_reported,,"{""device_selection"": ""CUDA when available, otherwise CPU"", ""orchestration"": ""SLURM template available""}",not_reported,not_reported,not_reported,not_reported,CC-BY-4.0,not_reported,,tier_2_direct_labeled,image_or_patch + classification,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/ccrcc.yaml
thunder.crc.linear_probing,thunder,crc,reported,"{""test"": 7180, ""total"": 107180, ""train"": 80000, ""validation"": 20000}",image,harness download implementation present,existing categorical or ordinal target label,reported,"{""image_dimensions_pixels"": [[224, 224]], ""microns_per_pixel"": 0.5}",not_reported,,"{""device_selection"": ""CUDA when available, otherwise CPU"", ""orchestration"": ""SLURM template available""}",not_reported,not_reported,not_reported,not_reported,CC-BY-4.0,not_reported,,tier_2_direct_labeled,image_or_patch + classification,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/crc.yaml
thunder.esca.linear_probing,thunder,esca,reported,"{""test"": 178187, ""total"": 367329, ""train"": 154438, ""validation"": 34704}",image,harness download implementation present,existing categorical or ordinal target label,reported,"{""image_dimensions_pixels"": [[256, 256]], ""microns_per_pixel"": 0.78}",not_reported,,"{""device_selection"": ""CUDA when available, otherwise CPU"", ""orchestration"": ""SLURM template available""}",not_reported,not_reported,not_reported,not_reported,CC-BY-4.0,not_reported,,tier_2_direct_labeled,image_or_patch + classification,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/esca.yaml
thunder.mhist.linear_probing,thunder,mhist,reported,"{""test"": 977, ""total"": 3152, ""train"": 1743, ""validation"": 432}",image,manual access form followed by emailed download links,existing categorical or ordinal target label,reported,"{""image_dimensions_pixels"": [[224, 224]], ""microns_per_pixel"": 2.0}",not_reported,,"{""device_selection"": ""CUDA when available, otherwise CPU"", ""orchestration"": ""SLURM template available""}",not_reported,not_reported,not_reported,not_reported,CC-BY-4.0,not_reported,,tier_1_direct_small_labeled,image_or_patch + classification + directly reported total <= 10000,false,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/mhist.yaml
