evaluation_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,observed_models
pathobench.threads2025.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,ARID1A_mutation,mutation_prediction,ARID1A_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T20,parsed_primary_source,8
pathobench.threads2025.cptac_lscc.keap1-mutation,pathobench,cptac_lscc,KEAP1_mutation,mutation_prediction,KEAP1_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T20,parsed_primary_source,8
pathobench.threads2025.cptac_luad.egfr-mutation,pathobench,cptac_luad,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,8
pathobench.threads2025.cptac_luad.os,pathobench,cptac_luad,OS,survival_prediction,OS,case,survival,105,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T32,parsed_primary_source,8
pathobench.threads2025.cptac_luad.stk11-mutation,pathobench,cptac_luad,STK11_mutation,mutation_prediction,STK11_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,8
pathobench.threads2025.cptac_luad.tp53-mutation,pathobench,cptac_luad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,108,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T21,parsed_primary_source,8
pathobench.threads2025.cptac_pda.os,pathobench,cptac_pda,OS,survival_prediction,OS,case,survival,97,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T31,parsed_primary_source,8
pathobench.threads2025.cptac_pda.smad4-mutation,pathobench,cptac_pda,SMAD4_mutation,mutation_prediction,SMAD4_mutation,case,classification,105,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T22,parsed_primary_source,8
pathobench.threads2025.ebrains.diagnosis,pathobench,ebrains,diagnosis,morphological_subtyping,diagnosis,slide,classification,2319,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T24,parsed_primary_source,8
pathobench.threads2025.ebrains.diagnosis-group,pathobench,ebrains,diagnosis_group,morphological_subtyping,diagnosis_group,slide,classification,2319,threads2025_balanced_linear_probe,bacc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T24,parsed_primary_source,8
pathobench.threads2025.imp.grade,pathobench,imp,grade,tumor_grading,grade,slide,classification,5333,threads2025_balanced_linear_probe,weighted_kappa,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T13,parsed_primary_source,8
pathobench.threads2025.mbc_.os,pathobench,mbc_,OS,survival_prediction,OS,case,survival,75,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T36,parsed_primary_source,8
pathobench.threads2025.mbc_.recist,pathobench,mbc_,Recist,treatment_response,Recist,case,classification,76,threads2025_balanced_linear_probe,weighted_kappa,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T30,parsed_primary_source,8
pathobench.threads2025.mut-het-rcc.bap1-mutation,pathobench,mut-het-rcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,1291,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,8
pathobench.threads2025.mut-het-rcc.pbrm1-mutation,pathobench,mut-het-rcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,1291,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,8
pathobench.threads2025.mut-het-rcc.setd2-mutation,pathobench,mut-het-rcc,SETD2_mutation,mutation_prediction,SETD2_mutation,case,classification,1291,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T12,parsed_primary_source,8
pathobench.threads2025.nadt.response,pathobench,nadt,response,treatment_response,response,case,classification,36,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T26,parsed_primary_source,8
pathobench.threads2025.natbrca.lymphovascular-invasion,pathobench,natbrca,lymphovascular_invasion,tme_characterization,lymphovascular_invasion,slide,classification,53,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T28,parsed_primary_source,8
pathobench.threads2025.ovarian.response,pathobench,ovarian,response,treatment_response,response,case,classification,36,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T25,parsed_primary_source,8
pathobench.threads2025.panda.isup-grade,pathobench,panda,isup_grade,tumor_grading,PANDA ISUP grade,slide,classification,9555,threads2025_balanced_linear_probe,weighted_kappa,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T14,parsed_primary_source,8
pathobench.threads2025.sr386_.braf-mutant-binary,pathobench,sr386_,braf_mutant_binary,mutation_prediction,braf_mutant_binary,case,classification,388,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathobench.threads2025.sr386_.died-within-5-years,pathobench,sr386_,died_within_5_years,survival_prediction,died_within_5_years,case,classification,387,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathobench.threads2025.sr386_.mmr-loss-binary,pathobench,sr386_,mmr_loss_binary,molecular_subtyping,mmr_loss_binary,case,classification,389,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathobench.threads2025.sr386_.os,pathobench,sr386_,OS,survival_prediction,OS,case,survival,144,threads2025_coxnet,cindex,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T35,parsed_primary_source,8
pathobench.threads2025.sr386_.ras-mutant-binary,pathobench,sr386_,ras_mutant_binary,mutation_prediction,ras_mutant_binary,case,classification,389,threads2025_balanced_linear_probe,macro-ovr-auc,higher,"THREADS Extended Data protocol: frozen representation, balanced linear probe with fixed cost 0.5 for classification or paper-reported CoxNet for survival, evaluated on the Patho-Bench-v1 public split/fold recipe.",https://arxiv.org/html/2501.16652v1#S0.T29,parsed_primary_source,8
pathorob.camelyon.robustness_index,pathorob,camelyon,camelyon robustness_index,representation_robustness,robustness_index,patch,robustness_analysis,not_reported,robustness_index,robustness_index,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,23
pathorob.nature2026.camelyon.clustering_score,pathorob,camelyon,camelyon clustering_score,clustering_robustness,clustering_score,patch,robustness_analysis,not_reported,clustering_score,clustering_score,higher,"K-means with cosine distance; K selected by maximum silhouette score; clustering score is ARI(biology)-ARI(medical center), averaged over balanced 2x2 combinations and 50 random initializations.",https://www.nature.com/articles/s41467-026-73923-2,parsed_primary_source,20
pathorob.nature2026.tcga_4x4.clustering_score,pathorob,tcga_4x4,tcga_4x4 clustering_score,clustering_robustness,clustering_score,patch,robustness_analysis,not_reported,clustering_score,clustering_score,higher,"K-means with cosine distance; K selected by maximum silhouette score; clustering score is ARI(biology)-ARI(medical center), averaged over balanced 2x2 combinations and 50 random initializations.",https://www.nature.com/articles/s41467-026-73923-2,parsed_primary_source,20
pathorob.nature2026.tolkach_esca.clustering_score,pathorob,tolkach_esca,tolkach_esca clustering_score,clustering_robustness,clustering_score,patch,robustness_analysis,not_reported,clustering_score,clustering_score,higher,"K-means with cosine distance; K selected by maximum silhouette score; clustering score is ARI(biology)-ARI(medical center), averaged over balanced 2x2 combinations and 50 random initializations.",https://www.nature.com/articles/s41467-026-73923-2,parsed_primary_source,20
pathorob.tcga_2x2.robustness_index,pathorob,tcga_2x2,tcga_2x2 robustness_index,representation_robustness,robustness_index,patch,robustness_analysis,not_reported,robustness_index,robustness_index,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,23
pathorob.tolkach_esca.robustness_index,pathorob,tolkach_esca,tolkach_esca robustness_index,representation_robustness,robustness_index,patch,robustness_analysis,not_reported,robustness_index,robustness_index,higher,"PathoROB center-robustness protocol across TCGA 2x2, TCGA 4x4, Camelyon, and Tolkach ESCA benchmark datasets.",https://github.com/bifold-pathomics/PathoROB/blob/6583cf0b0d902c8cc032308262fa3a3befdc0687/README.md,parsed_primary_source,23
thunder.bach.linear_probing,thunder,bach,bach linear_probing,classification,BACH four-class histology label,image,classification,400,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bach.yaml,parsed_primary_source,32
thunder.bracs.linear_probing,thunder,bracs,bracs linear_probing,classification,BRACS seven-class lesion label,image,classification,4539,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/bracs.yaml,parsed_primary_source,32
thunder.break_his.linear_probing,thunder,break_his,break_his linear_probing,classification,BreakHis selected four-class subtype label,image,classification,1471,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/break_his.yaml,parsed_primary_source,32
thunder.ccrcc.linear_probing,thunder,ccrcc,ccrcc linear_probing,classification,ccrcc class label,image,classification,27169,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/ccrcc.yaml,parsed_primary_source,32
thunder.crc.linear_probing,thunder,crc,crc linear_probing,classification,CRC-100K nine-class tissue label,image,classification,107180,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/crc.yaml,parsed_primary_source,32
thunder.esca.linear_probing,thunder,esca,esca linear_probing,classification,esca class label,image,classification,367329,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/esca.yaml,parsed_primary_source,32
thunder.mhist.linear_probing,thunder,mhist,mhist linear_probing,classification,MHIST hyperplastic-polyp versus sessile-serrated-adenoma label,image,classification,3152,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/mhist.yaml,parsed_primary_source,32
thunder.patch_camelyon.linear_probing,thunder,patch_camelyon,patch_camelyon linear_probing,classification,PatchCamelyon binary metastatic-tissue label,image,classification,327680,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/patch_camelyon.yaml,parsed_primary_source,32
thunder.spider_breast.linear_probing,thunder,spider_breast,spider_breast linear_probing,classification,spider_breast class label,image,classification,92892,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_breast.yaml,parsed_primary_source,32
thunder.spider_colorectal.linear_probing,thunder,spider_colorectal,spider_colorectal linear_probing,classification,spider_colorectal class label,image,classification,77182,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_colorectal.yaml,parsed_primary_source,32
thunder.spider_skin.linear_probing,thunder,spider_skin,spider_skin linear_probing,classification,spider_skin class label,image,classification,159854,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_skin.yaml,parsed_primary_source,32
thunder.spider_thorax.linear_probing,thunder,spider_thorax,spider_thorax linear_probing,classification,spider_thorax class label,image,classification,78307,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/spider_thorax.yaml,parsed_primary_source,32
thunder.tcga_crc_msi.linear_probing,thunder,tcga_crc_msi,tcga_crc_msi linear_probing,classification,tcga_crc_msi class label,image,classification,51918,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_crc_msi.yaml,parsed_primary_source,32
thunder.tcga_tils.linear_probing,thunder,tcga_tils,tcga_tils linear_probing,classification,tcga_tils class label,image,classification,304097,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_tils.yaml,parsed_primary_source,32
thunder.tcga_uniform.linear_probing,thunder,tcga_uniform,tcga_uniform linear_probing,classification,tcga_uniform class label,image,classification,271710,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/tcga_uniform.yaml,parsed_primary_source,32
thunder.wilds.linear_probing,thunder,wilds,wilds linear_probing,classification,wilds class label,image,classification,422394,linear_probing,f1,higher,THUNDER dataset config with its code-declared compatible primary downstream endpoint; frozen linear probe for classification or segmentation decoder.,https://github.com/MICS-Lab/thunder/blob/3d1cc9513fb2cfd8c4afb0d7bb9f5c4f6b69117f/src/thunder/config/dataset/wilds.yaml,parsed_primary_source,32
